id,actual_price,predicted_price,error,absolute_error
8855,1400000,1369279.375,-30720.625,30720.625
14205,279000,340376.395,61376.39500000002,61376.39500000002
5309,813000,785693.9475,-27306.05249999999,27306.05249999999
10007,253000,311557.745,58557.744999999995,58557.744999999995
3844,360500,468122.305,107622.305,107622.305
4028,285000,278720.4925,-6279.507500000007,6279.507500000007
2034,415000,353640.0325,-61359.96750000003,61359.96750000003
14583,218000,258780.5,40780.5,40780.5
1748,426950,428233.825,1283.8250000000116,1283.8250000000116
708,180000,319636.625,139636.625,139636.625
16007,750000,628983.75,-121016.25,121016.25
8460,375000,470937.0,95937.0,95937.0
9309,213675,254034.314875,40359.31487500001,40359.31487500001
14984,1375000,945925.375,-429074.625,429074.625
8201,415000,391961.16,-23038.840000000026,23038.840000000026
13655,315000,260018.03166666665,-54981.96833333335,54981.96833333335
8122,564800,526738.93,-38061.06999999995,38061.06999999995
1470,465000,287635.35714285716,-177364.64285714284,177364.64285714284
15314,545000,584264.0,39264.0,39264.0
13645,525300,691976.5975,166676.59750000003,166676.59750000003
16086,1500000,833159.19,-666840.81,666840.81
511,442000,508434.075,66434.07500000001,66434.07500000001
1522,300000,316915.7875,16915.787499999977,16915.787499999977
7801,335000,345592.5025,10592.502500000002,10592.502500000002
2435,412000,371345.895,-40654.10499999998,40654.10499999998
2439,305000,321177.95,16177.950000000012,16177.950000000012
2246,585000,455952.245,-129047.755,129047.755
12603,180000,222038.64,42038.640000000014,42038.640000000014
6109,285000,296606.1325,11606.132500000007,11606.132500000007
3599,625000,663844.7708333334,38844.77083333337,38844.77083333337
5446,565000,634454.875,69454.875,69454.875
14774,330000,334305.725,4305.724999999977,4305.724999999977
8794,402000,474811.625,72811.625,72811.625
7344,1100000,949692.325,-150307.67500000005,150307.67500000005
10237,253000,249592.03,-3407.970000000001,3407.970000000001
6741,698000,916771.86,218771.86,218771.86
4035,518000,525372.75,7372.75,7372.75
1921,420000,492750.95833333326,72750.95833333326,72750.95833333326
15611,259875,342378.7725,82503.77250000002,82503.77250000002
3169,313200,315576.25,2376.25,2376.25
8484,725000,690372.9,-34627.09999999998,34627.09999999998
1034,750000,803698.54,53698.54000000004,53698.54000000004
6550,518000,500258.5,-17741.5,17741.5
2177,204000,219557.2325,15557.232500000013,15557.232500000013
13182,479500,479468.9825,-31.017500000016298,31.017500000016298
8437,154000,359897.80333333346,205897.80333333346,205897.80333333346
11984,162000,244269.175,82269.17499999999,82269.17499999999
6896,258750,330234.0,71484.0,71484.0
346,696950,779023.625,82073.625,82073.625
6803,135900,218160.81333333335,82260.81333333335,82260.81333333335
3154,434000,463578.495,29578.494999999995,29578.494999999995
15469,545000,578452.7925,33452.79249999998,33452.79249999998
3422,560000,538145.23,-21854.77000000002,21854.77000000002
10709,291500,299876.2766666666,8376.276666666614,8376.276666666614
13827,252700,212212.665,-40487.33499999999,40487.33499999999
9753,780000,823023.75,43023.75,43023.75
2764,568000,560638.1875,-7361.8125,7361.8125
14920,477000,501765.17,24765.169999999984,24765.169999999984
7704,396000,396069.7,69.70000000001164,69.70000000001164
2909,655000,630211.4475,-24788.55249999999,24788.55249999999
8360,115000,221813.905,106813.905,106813.905
11578,552700,520641.25,-32058.75,32058.75
6225,864000,704360.7275,-159639.27249999996,159639.27249999996
7120,335000,386054.0,51054.0,51054.0
2820,245000,255271.095,10271.095000000001,10271.095000000001
10310,660500,711205.97,50705.96999999997,50705.96999999997
14601,245000,250122.25,5122.25,5122.25
6021,380000,349410.27,-30589.72999999998,30589.72999999998
13865,208000,230713.145,22713.14499999999,22713.14499999999
13569,750000,776961.2299999999,26961.229999999865,26961.229999999865
2388,565000,507766.78166666673,-57233.218333333265,57233.218333333265
977,720000,542876.8275,-177123.1725,177123.1725
1226,275000,312548.6525,37548.652500000026,37548.652500000026
5152,772500,818766.5,46266.5,46266.5
14156,193000,184748.125,-8251.875,8251.875
4336,700000,754454.58,54454.57999999996,54454.57999999996
10168,449999,344988.05,-105010.95000000001,105010.95000000001
15572,428400,418937.7175,-9462.282499999972,9462.282499999972
11671,200000,282488.34,82488.34000000003,82488.34000000003
6088,555565,618746.9375,63181.9375,63181.9375
1655,804995,799351.425,-5643.574999999953,5643.574999999953
1593,527000,528593.5,1593.5,1593.5
10740,419600,382084.1125,-37515.88750000001,37515.88750000001
8450,532500,666826.5975,134326.59750000003,134326.59750000003
9921,305000,360121.4625,55121.46250000002,55121.46250000002
12806,249000,267097.445,18097.445000000007,18097.445000000007
379,370000,375758.8125,5758.8125,5758.8125
2816,190000,289703.73,99703.72999999998,99703.72999999998
4981,325000,504936.2925,179936.29249999998,179936.29249999998
884,335500,340783.59,5283.590000000026,5283.590000000026
3366,883000,781491.5475,-101508.45250000001,101508.45250000001
4464,550000,585987.5725,35987.57250000001,35987.57250000001
13341,114000,197662.6275,83662.6275,83662.6275
9937,350000,361134.175,11134.174999999988,11134.174999999988
8330,405000,550124.1125,145124.11250000005,145124.11250000005
1123,680000,712170.25,32170.25,32170.25
8166,269950,306424.96,36474.96000000002,36474.96000000002
8271,539500,480984.3625,-58515.63750000001,58515.63750000001
10375,545000,1480681.875,935681.875,935681.875
10299,539900,519920.8925,-19979.107499999984,19979.107499999984
542,329900,331631.875,1731.875,1731.875
7439,690000,797980.155,107980.15500000003,107980.15500000003
3964,367500,401965.355,34465.35499999998,34465.35499999998
47,130000,181048.095,51048.095,51048.095
6392,583000,457705.8125,-125294.1875,125294.1875
1459,880000,952605.55,72605.55000000005,72605.55000000005
8663,260000,246463.96666666667,-13536.033333333326,13536.033333333326
14020,338000,396276.4375,58276.4375,58276.4375
1659,864327,802041.1025,-62285.89749999996,62285.89749999996
9466,534950,550273.8916666666,15323.891666666605,15323.891666666605
12909,1155000,697924.1325,-457075.86750000005,457075.86750000005
14814,225000,189403.2575,-35596.74249999999,35596.74249999999
11721,236500,388979.55,152479.55,152479.55
7791,400000,472665.6875,72665.6875,72665.6875
4438,650000,650608.0625,608.0625,608.0625
3679,740000,816755.56,76755.56000000006,76755.56000000006
8222,146300,201650.44,55350.44,55350.44
3571,639000,465194.5175,-173805.48249999998,173805.48249999998
9060,153000,170843.125,17843.125,17843.125
13776,308000,285205.03,-22794.969999999972,22794.969999999972
3213,445000,495493.875,50493.875,50493.875
4614,295000,468140.5875,173140.58750000002,173140.58750000002
2993,681716,678228.59,-3487.4100000000326,3487.4100000000326
12202,259000,346086.7,87086.70000000001,87086.70000000001
4681,359000,422347.73,63347.72999999998,63347.72999999998
7051,354901,415038.725,60137.72499999998,60137.72499999998
1496,545000,537715.9125,-7284.087500000023,7284.087500000023
15196,460000,620879.6125,160879.61250000005,160879.61250000005
15323,542500,682167.67,139667.67000000004,139667.67000000004
11077,222000,275186.595,53186.59499999997,53186.59499999997
7306,410000,436987.6875,26987.6875,26987.6875
1767,518000,415945.03,-102054.96999999997,102054.96999999997
4193,631000,575543.0475,-55456.952500000014,55456.952500000014
1056,499950,426211.69166666665,-73738.30833333335,73738.30833333335
9244,1839900,1703654.5,-136245.5,136245.5
15465,600600,556240.875,-44359.125,44359.125
15254,557000,519386.2525,-37613.7475,37613.7475
1302,292500,197129.1625,-95370.8375,95370.8375
10715,900000,801712.5,-98287.5,98287.5
14944,488000,447040.1,-40959.90000000002,40959.90000000002
5903,360000,353683.125,-6316.875,6316.875
10124,135000,224254.53,89254.53,89254.53
2298,575000,623746.75,48746.75,48746.75
8602,545000,615183.619,70183.61899999995,70183.61899999995
4139,285000,311989.25,26989.25,26989.25
8698,1156000,1314038.325,158038.32499999995,158038.32499999995
4829,550000,776373.0,226373.0,226373.0
7038,250000,361965.0375,111965.03749999998,111965.03749999998
13937,699000,658511.625,-40488.375,40488.375
15277,420000,463438.7125,43438.71250000002,43438.71250000002
8771,598780,820728.865,221948.865,221948.865
8379,506000,650432.3816666666,144432.3816666666,144432.3816666666
1270,925000,677272.0375,-247727.96250000002,247727.96250000002
9974,875000,816480.69,-58519.310000000056,58519.310000000056
914,577500,723115.17,145615.17000000004,145615.17000000004
13009,200000,291707.5,91707.5,91707.5
10714,1445000,1401666.525,-43333.47500000009,43333.47500000009
4794,330000,354072.5525,24072.55249999999,24072.55249999999
4333,736000,762406.0,26406.0,26406.0
3800,513000,582008.3775,69008.37749999994,69008.37749999994
14326,800000,781378.48,-18621.52000000002,18621.52000000002
9859,285000,273335.57,-11664.429999999993,11664.429999999993
5250,345000,283710.12833333336,-61289.871666666644,61289.871666666644
8083,690000,680136.52,-9863.479999999981,9863.479999999981
9722,375000,374819.22,-180.78000000002794,180.78000000002794
13903,475000,485600.0125,10600.012500000012,10600.012500000012
254,970500,864684.06,-105815.93999999994,105815.93999999994
14179,568500,626746.0,58246.0,58246.0
8699,912000,786961.4875,-125038.51249999995,125038.51249999995
11085,246000,260744.45055555555,14744.450555555552,14744.450555555552
4609,327000,386634.4375,59634.4375,59634.4375
12801,158000,254419.0,96419.0,96419.0
624,692500,573394.765,-119105.23499999999,119105.23499999999
9297,1975000,1999399.325,24399.324999999953,24399.324999999953
7180,790000,647729.625,-142270.375,142270.375
14050,685000,756905.495,71905.495,71905.495
12809,600000,845819.245,245819.245,245819.245
2039,607010,558381.68,-48628.31999999995,48628.31999999995
2673,460000,397744.77,-62255.22999999998,62255.22999999998
420,388598,380489.235,-8108.765000000014,8108.765000000014
10944,389000,537998.4908333332,148998.49083333323,148998.49083333323
1323,1610000,1252752.2875,-357247.7124999999,357247.7124999999
6176,385000,364664.3125,-20335.6875,20335.6875
9149,1900000,1531139.855,-368860.145,368860.145
4436,810000,990510.9375,180510.9375,180510.9375
4660,829900,1331389.1975,501489.1975,501489.1975
11067,814000,856945.295,42945.29500000004,42945.29500000004
6866,440000,430024.165,-9975.835000000021,9975.835000000021
9357,240000,280285.5,40285.5,40285.5
10260,343000,339610.7525,-3389.2474999999977,3389.2474999999977
14815,275000,242038.0,-32962.0,32962.0
9230,420000,449136.8125,29136.8125,29136.8125
3647,450000,764306.9125,314306.9125,314306.9125
5076,689500,611627.1025,-77872.89749999996,77872.89749999996
293,420000,507717.5783333333,87717.57833333331,87717.57833333331
15206,3567000,1556760.125,-2010239.875,2010239.875
4081,294000,350026.24,56026.23999999999,56026.23999999999
15201,737500,621204.3333333333,-116295.66666666674,116295.66666666674
12930,492500,482931.3875,-9568.612499999988,9568.612499999988
1010,460000,502587.5275,42587.527500000026,42587.527500000026
3482,680000,800174.855,120174.85499999998,120174.85499999998
12174,560000,527850.355,-32149.64500000002,32149.64500000002
7535,480000,498321.75,18321.75,18321.75
13340,208000,203909.375,-4090.625,4090.625
12866,403000,363044.7825,-39955.21750000003,39955.21750000003
5862,532500,563162.03,30662.030000000028,30662.030000000028
9431,539000,372682.7225,-166317.27750000003,166317.27750000003
1210,865950,1527818.5,661868.5,661868.5
84,1059000,1063779.475,4779.475000000093,4779.475000000093
15902,600000,351898.645,-248101.35499999998,248101.35499999998
2021,403950,459508.225,55558.22499999998,55558.22499999998
1805,2890000,2404596.625,-485403.375,485403.375
12008,485000,510266.0825,25266.08250000002,25266.08250000002
13632,672600,592132.115,-80467.88500000001,80467.88500000001
14994,962800,980425.2675,17625.267499999958,17625.267499999958
10113,229950,286911.4625,56961.46250000002,56961.46250000002
3781,530000,476157.875,-53842.125,53842.125
11017,264000,269471.125,5471.125,5471.125
8608,675000,734021.95,59021.94999999995,59021.94999999995
9704,415000,387336.595,-27663.405000000028,27663.405000000028
15601,310000,274623.82166666666,-35376.178333333344,35376.178333333344
6641,380000,455737.1875,75737.1875,75737.1875
2704,379000,357644.3875,-21355.61249999999,21355.61249999999
13948,425000,339083.5,-85916.5,85916.5
176,295000,313944.975,18944.974999999977,18944.974999999977
14510,680000,744677.725,64677.72499999998,64677.72499999998
16153,359950,434449.0125,74499.01250000001,74499.01250000001
13268,627500,785749.575,158249.57499999995,158249.57499999995
4850,194000,251040.42,57040.42000000001,57040.42000000001
4012,300000,314426.225,14426.224999999977,14426.224999999977
4377,980000,863477.6,-116522.40000000002,116522.40000000002
11614,675000,492046.5575,-182953.4425,182953.4425
11188,685000,753610.1775,68610.17749999999,68610.17749999999
2150,1462500,1813986.8425,351486.8425,351486.8425
7261,517000,510334.75,-6665.25,6665.25
11219,245000,262308.685,17308.684999999998,17308.684999999998
8457,475000,389418.9425,-85581.0575,85581.0575
14348,537000,452340.4125,-84659.58750000002,84659.58750000002
12602,800000,580248.065,-219751.93500000006,219751.93500000006
11711,1050000,995631.685,-54368.314999999944,54368.314999999944
2684,415000,516824.475,101824.47499999998,101824.47499999998
14829,400000,371540.16,-28459.840000000026,28459.840000000026
7332,1735000,1152402.9,-582597.1000000001,582597.1000000001
2894,337000,461222.99833333335,124222.99833333335,124222.99833333335
8241,275000,297939.1825,22939.182499999995,22939.182499999995
12487,455000,503780.3175,48780.317500000005,48780.317500000005
7665,678000,825589.6416666667,147589.64166666672,147589.64166666672
3283,420000,414612.8,-5387.200000000012,5387.200000000012
11324,425000,322884.81,-102115.19,102115.19
8400,480000,396945.5,-83054.5,83054.5
8972,570000,573731.6875,3731.6875,3731.6875
903,415000,440993.57916666666,25993.579166666663,25993.579166666663
9142,1565000,1389106.875,-175893.125,175893.125
14062,535000,580081.885,45081.88500000001,45081.88500000001
6074,635000,720635.375,85635.375,85635.375
434,335000,438713.505,103713.505,103713.505
3527,202000,146315.1625,-55684.837499999994,55684.837499999994
3578,355000,317203.47,-37796.53000000003,37796.53000000003
15597,273000,295760.675,22760.67499999999,22760.67499999999
431,213500,222686.51916666667,9186.519166666665,9186.519166666665
7273,625000,405351.625,-219648.375,219648.375
4168,317000,339112.6625,22112.662499999977,22112.662499999977
10159,415000,415527.915,527.914999999979,527.914999999979
7632,551870,338017.25,-213852.75,213852.75
6867,500000,471762.32,-28237.679999999993,28237.679999999993
4546,390000,614298.5,224298.5,224298.5
2189,690000,693396.0375,3396.0374999999767,3396.0374999999767
12967,257500,286777.5975,29277.597499999974,29277.597499999974
10292,535000,553525.82,18525.81999999995,18525.81999999995
13455,405000,488298.7875,83298.78749999998,83298.78749999998
15100,280000,202267.86312499997,-77732.13687500003,77732.13687500003
11987,410000,595973.59,185973.58999999997,185973.58999999997
4509,555000,851892.125,296892.125,296892.125
10114,262000,244311.0675,-17688.932499999995,17688.932499999995
6110,745000,828619.6125,83619.61250000005,83619.61250000005
7145,365000,413539.9,48539.90000000002,48539.90000000002
4862,340000,374241.625,34241.625,34241.625
10612,490000,501648.785,11648.784999999974,11648.784999999974
2626,442500,314694.345,-127805.65500000003,127805.65500000003
932,612500,624145.7225,11645.722500000033,11645.722500000033
15527,3400000,1760805.69,-1639194.31,1639194.31
6051,400000,476426.4,76426.40000000002,76426.40000000002
2928,525000,454806.4125,-70193.58750000002,70193.58750000002
14162,600000,635100.0275,35100.02749999997,35100.02749999997
8223,206990,248736.8725,41746.8725,41746.8725
13383,107000,215747.1875,108747.1875,108747.1875
10586,490000,502157.0375,12157.037499999977,12157.037499999977
15014,268643,299087.78125,30444.78125,30444.78125
8425,625000,700591.52,75591.52000000002,75591.52000000002
6112,1575000,1591943.7125,16943.712499999907,16943.712499999907
7313,692500,657840.605,-34659.39500000002,34659.39500000002
5601,724800,861993.2225,137193.22250000003,137193.22250000003
1747,393000,419352.285,26352.284999999974,26352.284999999974
12609,329000,261110.0775,-67889.92249999999,67889.92249999999
7937,517850,628146.6075,110296.60750000004,110296.60750000004
9143,1100000,865562.375,-234437.625,234437.625
12695,1035000,678545.915,-356454.08499999996,356454.08499999996
2081,860000,570268.51,-289731.49,289731.49
7300,383001,354602.5,-28398.5,28398.5
15412,540000,648439.1875,108439.1875,108439.1875
10086,565000,596262.4125,31262.412499999977,31262.412499999977
13752,599950,597780.8541666666,-2169.145833333372,2169.145833333372
14337,410500,412436.26666666666,1936.2666666666628,1936.2666666666628
6861,255000,244380.8475,-10619.152499999997,10619.152499999997
4828,545000,550129.5,5129.5,5129.5
3013,280000,301061.45166666666,21061.45166666666,21061.45166666666
12372,299000,321186.73,22186.72999999998,22186.72999999998
14525,210000,212417.92125,2417.921250000014,2417.921250000014
9902,225000,266185.0,41185.0,41185.0
13298,140000,192627.95833333337,52627.95833333337,52627.95833333337
5028,468000,501779.07,33779.07000000001,33779.07000000001
6189,458000,612834.5833333334,154834.58333333337,154834.58333333337
930,808000,904914.375,96914.375,96914.375
4560,1045000,1137023.025,92023.0249999999,92023.0249999999
3222,399700,323747.5925,-75952.40749999997,75952.40749999997
5431,499000,478288.62499999994,-20711.37500000006,20711.37500000006
3455,807100,770964.8825,-36135.11750000005,36135.11750000005
9895,338500,377746.4675,39246.46750000003,39246.46750000003
3813,450000,567356.5833333333,117356.58333333326,117356.58333333326
3434,372500,393181.125,20681.125,20681.125
1769,367777,497482.225,129705.22499999998,129705.22499999998
12637,349810,281239.765,-68570.23499999999,68570.23499999999
13131,515000,542322.8625,27322.862500000047,27322.862500000047
15521,550000,702665.19,152665.18999999994,152665.18999999994
7444,615000,582534.425,-32465.574999999953,32465.574999999953
1586,252000,314977.875,62977.875,62977.875
9946,250000,287803.625,37803.625,37803.625
4785,244000,293933.55,49933.54999999999,49933.54999999999
7514,245000,268866.0,23866.0,23866.0
4407,364950,401384.2875,36434.28749999998,36434.28749999998
12343,310000,263362.14,-46637.859999999986,46637.859999999986
15871,465000,479253.975,14253.974999999977,14253.974999999977
14990,515000,510347.85,-4652.150000000023,4652.150000000023
12731,353500,373729.2675,20229.267500000016,20229.267500000016
1720,384435,302595.1675,-81839.83250000002,81839.83250000002
15268,400000,434144.2125,34144.21250000002,34144.21250000002
6440,392000,378844.5175,-13155.482499999984,13155.482499999984
7195,149900,235995.6375,86095.63750000001,86095.63750000001
5998,405000,605338.625,200338.625,200338.625
5502,396500,506282.29583333334,109782.29583333334,109782.29583333334
4122,550000,591260.5,41260.5,41260.5
8062,607000,596090.4375,-10909.5625,10909.5625
9849,712000,707382.1875,-4617.8125,4617.8125
7834,241000,256326.3275,15326.327500000014,15326.327500000014
2119,1010000,1205834.9,195834.8999999999,195834.8999999999
1247,270000,286210.175,16210.174999999988,16210.174999999988
4459,710000,604661.6375,-105338.36250000005,105338.36250000005
168,425000,386399.4925,-38600.50750000001,38600.50750000001
14650,322000,352312.38666666666,30312.386666666658,30312.386666666658
1011,605000,567533.38,-37466.619999999995,37466.619999999995
1372,645000,694136.19,49136.189999999944,49136.189999999944
11586,467500,602859.8075,135359.8075,135359.8075
11412,630000,617084.0575,-12915.942500000005,12915.942500000005
3613,1160000,1368867.58,208867.58000000007,208867.58000000007
9787,765000,660338.045,-104661.95499999996,104661.95499999996
2266,1089000,1272266.8833333333,183266.8833333333,183266.8833333333
9644,645000,581767.8375,-63232.16249999998,63232.16249999998
9617,305000,336578.065,31578.065000000002,31578.065000000002
3268,527700,715341.4075,187641.40749999997,187641.40749999997
14176,425000,517444.6875,92444.6875,92444.6875
2054,466500,542770.5416666666,76270.54166666663,76270.54166666663
14008,233000,237799.95,4799.950000000012,4799.950000000012
3657,915000,831249.875,-83750.125,83750.125
2238,610000,460287.61,-149712.39,149712.39
4046,365070,358923.145,-6146.854999999981,6146.854999999981
7550,156000,173069.24166666664,17069.24166666664,17069.24166666664
15477,830000,748764.6925,-81235.3075,81235.3075
6137,344900,383443.3525,38543.35249999998,38543.35249999998
11919,479000,374697.3625,-104302.63750000001,104302.63750000001
11165,320000,306145.25,-13854.75,13854.75
5843,398000,441496.8875,43496.88750000001,43496.88750000001
5467,439990,596257.0275,156267.02749999997,156267.02749999997
14911,230000,217742.19,-12257.809999999998,12257.809999999998
12153,375000,319382.765,-55617.234999999986,55617.234999999986
9240,375000,391973.8125,16973.8125,16973.8125
9049,275000,261838.3175,-13161.682499999995,13161.682499999995
11672,190000,210945.62,20945.619999999995,20945.619999999995
11689,341000,357340.875,16340.875,16340.875
10567,738000,689326.945,-48673.05500000005,48673.05500000005
1061,512500,453199.2525,-59300.7475,59300.7475
3107,2000000,1056553.65,-943446.3500000001,943446.3500000001
5474,671000,650219.4275,-20780.57250000001,20780.57250000001
487,438000,364465.98,-73534.02000000002,73534.02000000002
8874,560200,554409.315,-5790.685000000056,5790.685000000056
5082,905000,976492.665,71492.66500000004,71492.66500000004
12534,593700,561609.42,-32090.579999999958,32090.579999999958
15147,525000,512553.065,-12446.934999999998,12446.934999999998
12401,539000,488273.375,-50726.625,50726.625
8324,306000,288654.7166666667,-17345.283333333326,17345.283333333326
6291,475000,539859.515,64859.515000000014,64859.515000000014
10511,3300000,3649757.5,349757.5,349757.5
8696,938000,884224.18,-53775.81999999995,53775.81999999995
14739,265000,246306.2725,-18693.727500000008,18693.727500000008
5927,1093000,982781.715,-110218.28500000003,110218.28500000003
14052,840000,775382.275,-64617.72499999998,64617.72499999998
5064,367300,336502.75,-30797.25,30797.25
1078,435000,524863.4,89863.40000000002,89863.40000000002
8829,385000,289769.655,-95230.34499999997,95230.34499999997
5292,427000,535357.47,108357.46999999997,108357.46999999997
5826,700000,1366135.15,666135.1499999999,666135.1499999999
286,552321,490554.2825,-61766.71750000003,61766.71750000003
15696,2532000,2266302.45,-265697.5499999998,265697.5499999998
9418,523000,847465.25,324465.25,324465.25
3341,239950,226122.4125,-13827.587499999994,13827.587499999994
2676,469900,432270.3475,-37629.652500000026,37629.652500000026
9782,280000,315915.3375,35915.33750000002,35915.33750000002
14070,329950,341368.25445833325,11418.25445833325,11418.25445833325
4836,412000,545640.575,133640.57499999995,133640.57499999995
9336,460000,388351.375,-71648.625,71648.625
7969,265000,237649.53,-27350.47,27350.47
1575,858000,839766.725,-18233.275000000023,18233.275000000023
14009,234950,239516.7616666667,4566.761666666687,4566.761666666687
7181,654950,633912.0375,-21037.962500000023,21037.962500000023
3025,285000,290582.5975,5582.597499999974,5582.597499999974
15008,1350000,1648932.875,298932.875,298932.875
4106,420000,379239.365,-40760.63500000001,40760.63500000001
14492,744000,732917.875,-11082.125,11082.125
6890,535000,557234.0875,22234.087500000023,22234.087500000023
5146,242500,256136.97541666668,13636.975416666683,13636.975416666683
5786,195000,217486.55,22486.54999999999,22486.54999999999
7046,510000,451118.74,-58881.26000000001,58881.26000000001
8687,963000,894239.62,-68760.38,68760.38
12349,275000,236210.7175,-38789.2825,38789.2825
2270,350000,468465.435,118465.435,118465.435
6648,620000,389648.795,-230351.20500000002,230351.20500000002
4715,380000,322024.0833333334,-57975.91666666663,57975.91666666663
4074,522500,485409.2391666667,-37090.760833333305,37090.760833333305
10635,279000,325206.62,46206.619999999995,46206.619999999995
8423,954500,722337.1258333332,-232162.87416666676,232162.87416666676
3948,455000,454738.60833333334,-261.3916666666628,261.3916666666628
12692,947500,752284.8,-195215.19999999995,195215.19999999995
9871,775000,852017.94,77017.93999999994,77017.93999999994
7991,455000,478020.21,23020.21000000002,23020.21000000002
4536,850000,816033.2625,-33966.73750000005,33966.73750000005
8986,445000,477341.63,32341.630000000005,32341.630000000005
5094,365000,381842.615,16842.61499999999,16842.61499999999
5635,225000,189580.375,-35419.625,35419.625
4843,615000,617692.75,2692.75,2692.75
11060,1205000,815773.2875,-389226.7125,389226.7125
15029,863500,1059515.175,196015.17500000005,196015.17500000005
12524,602500,568195.875,-34304.125,34304.125
5787,213500,220073.12291666665,6573.122916666645,6573.122916666645
1346,325000,350393.355,25393.35499999998,25393.35499999998
3070,600000,425323.5,-174676.5,174676.5
8610,1648000,1839458.875,191458.875,191458.875
6818,124500,156769.13125,32269.131250000006,32269.131250000006
8,299800,200634.25,-99165.75,99165.75
491,290000,404677.0425,114677.04249999998,114677.04249999998
3859,405000,358607.395,-46392.60499999998,46392.60499999998
14703,599000,671831.015,72831.01500000001,72831.01500000001
8198,512500,435908.64,-76591.35999999999,76591.35999999999
7025,452000,436891.625,-15108.375,15108.375
12240,272000,292745.24,20745.23999999999,20745.23999999999
9162,815000,918262.7175,103262.71750000003,103262.71750000003
7974,329000,312108.62916666665,-16891.37083333335,16891.37083333335
12517,425500,549625.975,124125.97499999998,124125.97499999998
9434,520000,542499.3725,22499.372500000056,22499.372500000056
1624,765000,799925.055,34925.05500000005,34925.05500000005
3678,541000,531648.4375,-9351.5625,9351.5625
3804,475000,604704.9775,129704.97750000004,129704.97750000004
8539,241000,207807.0166666667,-33192.98333333331,33192.98333333331
7985,779000,708978.3625,-70021.63749999995,70021.63749999995
7436,450000,579809.4,129809.40000000002,129809.40000000002
1022,315000,341909.13541666674,26909.135416666744,26909.135416666744
3860,385000,518600.8,133600.8,133600.8
10701,395000,353926.92,-41073.080000000016,41073.080000000016
6209,234900,242367.4075,7467.407500000001,7467.407500000001
15850,599000,736966.4225,137966.4225,137966.4225
10499,525000,554831.555,29831.55500000005,29831.55500000005
15544,220000,199455.8375,-20544.162500000006,20544.162500000006
8018,710000,796950.335,86950.33499999996,86950.33499999996
12413,1080000,829800.0625,-250199.9375,250199.9375
836,832600,676930.5,-155669.5,155669.5
8724,1468000,1558035.0,90035.0,90035.0
12998,481500,602015.84,120515.83999999997,120515.83999999997
3011,302000,303012.5975,1012.5974999999744,1012.5974999999744
4919,272500,302257.665,29757.66499999998,29757.66499999998
6872,258500,277432.845,18932.844999999972,18932.844999999972
2254,400000,443028.64238095237,43028.64238095237,43028.64238095237
6951,390000,402873.75,12873.75,12873.75
3550,635000,679888.705,44888.70499999996,44888.70499999996
12629,535000,500316.88875,-34683.111250000016,34683.111250000016
4209,551100,460335.39,-90764.60999999999,90764.60999999999
3441,452000,428160.04791666666,-23839.952083333337,23839.952083333337
2656,529000,524118.8875,-4881.112499999988,4881.112499999988
2882,305000,335303.42916666664,30303.42916666664,30303.42916666664
12122,274950,281475.875,6525.875,6525.875
2788,242000,249221.5025,7221.502500000002,7221.502500000002
12417,565000,634274.875,69274.875,69274.875
850,819000,522549.3975,-296450.6025,296450.6025
13203,540000,676918.5725,136918.5725,136918.5725
14004,1285000,912729.8075,-372270.1925,372270.1925
5327,246950,331467.09,84517.09000000003,84517.09000000003
3706,386180,410557.32,24377.320000000007,24377.320000000007
10023,373000,365611.9375,-7388.0625,7388.0625
2701,567000,539266.59,-27733.410000000033,27733.410000000033
9965,998000,682684.335,-315315.66500000004,315315.66500000004
2069,700000,626313.1575,-73686.84250000003,73686.84250000003
12993,219900,170209.63166666668,-49690.36833333332,49690.36833333332
10598,214000,199437.0429166667,-14562.957083333313,14562.957083333313
16015,875000,775259.9675,-99740.03249999997,99740.03249999997
10132,630000,506185.5425,-123814.45750000002,123814.45750000002
6956,246000,236176.04166666663,-9823.958333333372,9823.958333333372
14750,100000,172660.95,72660.95000000001,72660.95000000001
6810,252500,232348.40666666668,-20151.593333333323,20151.593333333323
2546,469995,448521.1325,-21473.867499999993,21473.867499999993
4351,615000,633048.5275,18048.527499999967,18048.527499999967
15790,254000,288493.3175,34493.317500000005,34493.317500000005
3269,718000,872212.3075,154212.3075,154212.3075
15737,505000,532127.4325,27127.432499999995,27127.432499999995
758,740000,756485.1666666665,16485.16666666651,16485.16666666651
1722,415000,372350.2,-42649.79999999999,42649.79999999999
3299,285000,357205.4583333334,72205.45833333337,72205.45833333337
12927,515055,483906.155,-31148.844999999972,31148.844999999972
895,332500,344169.0125,11669.012500000012,11669.012500000012
11227,428000,418492.46333333326,-9507.53666666674,9507.53666666674
10732,360000,391654.315,31654.315000000002,31654.315000000002
13130,485000,464643.875,-20356.125,20356.125
4789,303000,323320.99,20320.98999999999,20320.98999999999
3461,432000,442049.275,10049.275000000023,10049.275000000023
4404,280500,289632.6425,9132.642500000016,9132.642500000016
5304,610000,421191.3625,-188808.6375,188808.6375
1617,625504,577785.935,-47718.064999999944,47718.064999999944
6062,262500,290610.195,28110.195000000007,28110.195000000007
9320,299500,282920.3,-16579.70000000001,16579.70000000001
9683,2725000,1988153.69,-736846.31,736846.31
