bedrooms,bathrooms,sqft_living,lat,long
4,2.5,2740,47.74,-122.048
3,1.75,1720,47.7329,-121.92
2,1.0,1120,47.7378,-121.912
3,2.5,2520,47.743,-121.925
3,2.0,2010,47.7416,-121.91
3,1.75,1500,47.7527,-122.082
4,2.0,1980,47.7553,-122.092
4,1.75,2860,47.7605,-122.085
4,1.75,2860,47.7605,-122.085
5,5.75,7730,47.7615,-122.084
4,2.5,2890,47.7349,-122.238
4,2.25,1450,47.7643,-122.343
3,3.0,2270,47.516,-122.203
4,2.5,3150,47.5159,-122.202
3,1.75,1300,47.209,-122.005
3,1.5,1140,47.2093,-122.005
3,1.5,1300,47.2083,-122.005
3,1.0,1140,47.2098,-122.004
3,1.75,1800,47.6842,-122.357
2,1.0,1450,47.6853,-122.356
2,1.75,1460,47.6853,-122.356
3,2.0,1270,47.685,-122.359
3,1.0,1540,47.6853,-122.359
2,1.75,1170,47.6842,-122.359
4,1.75,2610,47.6245,-122.227
4,3.5,4420,47.6354,-122.221
4,2.75,3300,47.6294,-122.218
4,2.5,3110,47.4898,-122.127
4,2.25,3360,47.3316,-122.203
4,2.25,3010,47.3326,-122.201
3,2.25,2630,47.3314,-122.202
3,2.5,2140,47.3289,-122.204
3,2.5,1600,47.4899,-122.164
3,2.5,1720,47.4895,-122.166
3,2.5,1870,47.4899,-122.166
3,1.75,2000,47.7734,-122.359
3,1.75,1590,47.4713,-122.344
3,1.0,1000,47.472,-122.344
2,1.5,1820,47.4764,-122.269
4,2.25,2410,47.5706,-122.163
4,2.5,2423,47.3227,-122.37
4,1.5,2390,47.504,-122.227
3,1.75,1100,47.3124,-122.183
3,1.0,1400,47.3123,-122.186
3,2.0,1440,47.3128,-122.184
4,2.25,1970,47.3132,-122.182
4,2.0,1750,47.3164,-122.196
3,1.75,1720,47.3173,-122.181
3,1.75,1720,47.3175,-122.182
3,1.75,1720,47.3177,-122.182
3,1.75,1650,47.3187,-122.182
3,2.25,3100,47.3825,-122.31
3,2.25,1440,47.5456,-122.356
3,1.75,1490,47.3187,-122.18
3,1.75,1610,47.3174,-122.18
3,1.75,1610,47.3187,-122.179
4,2.5,3220,47.7311,-122.055
3,2.5,2153,47.2872,-122.283
3,2.5,2495,47.288,-122.283
4,2.25,2170,47.5634,-122.128
4,2.25,2590,47.5619,-122.125
4,2.25,1900,47.561,-122.126
4,3.25,3100,47.6385,-122.348
3,1.5,2680,47.6333,-122.347
3,2.5,1500,47.6327,-122.346
4,2.75,3870,47.6651,-122.191
5,3.25,3080,47.6651,-122.19
4,3.5,3200,47.5841,-122.172
2,1.0,1010,47.5873,-122.294
3,1.0,980,47.3737,-122.312
4,2.75,2890,47.6419,-122.351
3,2.0,1880,47.6418,-122.351
2,2.5,1730,47.5594,-122.285
6,3.0,4250,47.5584,-122.283
3,2.0,2910,47.5576,-122.281
2,1.0,1230,47.5573,-122.282
5,3.0,2930,47.5572,-122.281
1,2.0,1070,47.5574,-122.284
4,2.5,2620,47.6301,-122.019
4,2.5,2310,47.6299,-122.02
3,2.5,2490,47.6298,-122.022
3,2.5,2380,47.6297,-122.021
3,2.0,2330,47.5585,-122.29
3,2.5,2010,47.5573,-122.287
2,1.0,880,47.5573,-122.289
3,1.0,1210,47.5551,-122.273
3,1.0,1560,47.5554,-122.279
3,1.75,1890,47.5557,-122.28
4,1.0,1640,47.5563,-122.28
2,1.0,1390,47.5567,-122.279
2,1.0,2120,47.5566,-122.278
3,1.0,1700,47.5569,-122.277
2,1.0,950,47.557,-122.306
2,1.75,1610,47.554,-122.304
5,1.75,1550,47.554,-122.306
3,2.0,1770,47.6102,-122.314
5,3.0,2560,47.5502,-122.311
2,1.0,1050,47.2221,-122.059
3,3.0,2450,47.2215,-122.067
3,2.0,1590,47.2241,-122.072
3,2.0,1110,47.3056,-122.206
3,1.75,2140,47.3099,-122.197
3,1.75,1470,47.3096,-122.197
4,2.5,2640,47.315,-122.193
3,1.75,1950,47.3133,-122.078
2,1.5,1300,47.5088,-122.338
5,2.0,1930,47.5073,-122.337
3,1.0,1790,47.508,-122.337
3,1.0,1790,47.508,-122.337
4,2.5,1630,47.5072,-122.336
3,2.25,2590,47.3948,-122.325
3,2.0,1830,47.3924,-122.192
4,1.75,2600,47.3954,-122.206
3,2.0,1210,47.3996,-122.203
5,2.5,4320,47.4009,-122.059
4,2.5,3580,47.3901,-122.071
2,1.0,770,47.5512,-122.323
3,2.75,2220,47.5515,-122.324
2,1.0,930,47.4822,-122.318
1,0.75,380,47.481,-122.323
3,2.0,2270,47.4857,-122.318
3,1.5,1250,47.4744,-122.328
3,1.0,1320,47.4771,-122.322
5,3.0,2100,47.4866,-122.319
2,1.0,860,47.4836,-122.204
4,3.5,3010,47.4775,-121.691
3,2.5,2420,47.569,-122.058
5,4.0,4580,47.5682,-122.059
2,3.25,1550,47.5684,-122.06
2,3.25,2700,47.5684,-122.06
2,3.25,2070,47.5686,-122.06
3,2.25,1940,47.5636,-121.932
3,2.5,2680,47.5646,-121.935
4,2.5,2400,47.7749,-122.339
6,4.25,5550,47.6547,-122.202
4,4.5,4510,47.6491,-122.201
2,1.75,1280,47.6553,-122.19
6,2.5,2680,47.6553,-122.19
3,1.0,1630,47.6576,-122.186
4,4.0,6330,47.6488,-122.201
4,2.5,2570,47.6548,-122.19
3,2.0,2350,47.6527,-121.949
3,2.25,2280,47.6522,-121.941
3,1.75,1640,47.654,-121.94
2,1.5,1380,47.7461,-122.195
3,2.5,2830,47.7409,-122.198
2,1.0,780,47.7383,-122.074
2,1.0,1140,47.7349,-122.074
3,1.75,2410,47.7429,-122.056
3,2.5,3260,47.737,-122.074
3,2.25,2260,47.6385,-122.167
4,2.5,2840,47.6388,-122.167
4,3.0,3510,47.6381,-122.166
4,2.5,2440,47.6401,-122.168
4,3.25,4130,47.6392,-122.165
3,1.75,1340,47.7186,-122.218
4,2.25,1770,47.7193,-122.218
3,2.0,1510,47.7193,-122.216
4,2.25,1710,47.719,-122.217
3,2.25,1680,47.713,-122.225
3,2.0,2000,47.6976,-122.166
2,1.5,1110,47.6319,-122.362
2,2.5,1680,47.6321,-122.361
2,2.5,1680,47.632,-122.361
4,3.75,2870,47.6291,-122.363
5,3.0,4150,47.6303,-122.362
4,2.5,2440,47.6298,-122.362
4,2.5,3470,47.63,-122.363
4,4.75,3970,47.6312,-122.366
3,1.0,1040,47.7137,-122.213
3,2.5,3560,47.6007,-122.145
4,1.75,2120,47.6003,-122.144
3,1.75,1320,47.6024,-122.143
3,1.75,1710,47.699,-122.167
4,3.0,2010,47.7688,-122.218
3,1.75,1520,47.7687,-122.223
5,2.5,2210,47.7698,-122.222
3,1.0,1000,47.6745,-122.197
4,2.5,3140,47.4904,-122.226
3,1.75,1970,47.4908,-122.225
5,1.75,3250,47.4883,-122.225
3,1.5,1210,47.328,-122.321
3,1.0,1700,47.3271,-122.323
4,2.5,3250,47.4004,-122.203
3,2.25,1980,47.3922,-122.321
3,2.25,1590,47.7457,-122.332
3,1.5,2020,47.6641,-122.185
3,1.0,1030,47.473,-122.324
4,2.5,1610,47.3603,-122.081
3,2.5,1950,47.3613,-122.081
4,2.5,2300,47.3599,-122.082
4,2.5,2300,47.3594,-122.082
3,2.25,1610,47.3589,-122.083
4,2.5,2110,47.359,-122.082
4,2.5,2330,47.359,-122.081
3,2.25,1400,47.3584,-122.083
3,1.75,1290,47.2889,-122.363
3,1.75,1230,47.2881,-122.363
5,1.75,2150,47.3952,-122.176
4,2.0,1620,47.395,-122.176
3,2.0,1320,47.3947,-122.174
4,2.0,1710,47.395,-122.174
4,1.75,1710,47.3967,-122.174
3,2.0,1100,47.7304,-122.231
3,1.5,1250,47.7298,-122.231
4,2.5,3880,47.6477,-122.182
4,2.5,3430,47.6484,-122.182
5,4.0,3760,47.6489,-122.183
3,2.25,1440,47.3857,-122.212
2,1.0,840,47.5489,-122.271
3,3.25,2260,47.5053,-122.377
3,1.75,1830,47.5038,-122.379
3,1.75,1750,47.7421,-122.089
4,2.75,2630,47.7425,-122.089
3,2.25,1830,47.7412,-122.088
3,1.75,1280,47.7427,-122.071
3,1.0,1160,47.7429,-122.072
3,1.0,1160,47.7431,-122.073
3,1.0,1160,47.7422,-122.073
4,1.75,1780,47.7419,-122.073
3,1.0,1160,47.7419,-122.073
3,1.0,1120,47.7551,-122.072
3,1.75,1650,47.7567,-122.071
3,1.0,1120,47.7575,-122.072
4,2.0,1630,47.7566,-122.073
3,0.75,1270,47.7567,-122.073
3,1.0,1330,47.758,-122.075
3,1.0,1660,47.7563,-122.075
3,1.0,1250,47.7554,-122.076
3,2.5,2440,47.5595,-122.365
3,2.0,2510,47.5631,-122.366
3,2.75,1100,47.5601,-122.363
4,2.5,1640,47.559,-122.365
4,2.5,2170,47.5589,-122.365
3,2.5,1410,47.5582,-122.363
3,1.75,2340,47.5588,-122.364
3,2.25,1580,47.5578,-122.363
3,2.5,1250,47.5582,-122.363
5,3.0,2320,47.557,-122.365
3,3.25,1480,47.5555,-122.363
3,3.25,1450,47.5556,-122.362
3,2.25,1350,47.5565,-122.363
4,1.75,1320,47.5534,-122.365
3,2.5,1400,47.553,-122.365
4,2.75,1920,47.5532,-122.365
5,3.5,3250,47.5618,-122.362
3,1.0,1150,47.5624,-122.361
4,2.5,2180,47.7476,-122.086
4,1.75,1870,47.7482,-122.083
3,1.75,1920,47.7487,-122.082
3,1.75,2220,47.749,-122.083
3,2.25,1790,47.7492,-122.086
4,2.75,2700,47.7628,-122.094
3,2.75,2660,47.7649,-122.098
6,3.0,3870,47.7642,-122.098
3,2.5,2990,47.7718,-122.095
3,2.25,2370,47.771,-122.099
4,2.25,2710,47.77,-122.097
4,2.75,3650,47.7632,-122.089
5,2.25,3210,47.7632,-122.09
3,2.5,2980,47.7631,-122.093
4,2.5,2340,47.7466,-122.077
4,2.5,2601,47.742,-122.087
3,2.5,1410,47.7432,-122.076
3,1.75,1000,47.7417,-122.093
5,2.0,2900,47.741,-122.095
3,1.75,1260,47.7412,-122.095
4,1.0,1750,47.743,-122.097
4,1.75,1640,47.7423,-122.099
3,1.0,1150,47.7422,-122.099
3,1.0,1500,47.7415,-122.101
3,2.25,1850,47.7408,-122.101
3,1.75,1530,47.7422,-122.097
4,2.5,1930,47.7407,-122.097
3,1.75,1910,47.7399,-122.099
3,1.0,1200,47.7452,-122.101
3,2.5,1630,47.7454,-122.103
3,1.0,1200,47.7412,-122.109
4,1.75,2440,47.7406,-122.11
3,1.75,1830,47.7427,-122.109
4,1.75,1940,47.7578,-122.094
3,1.5,1240,47.7562,-122.094
4,2.5,2150,47.5048,-122.154
4,2.5,2430,47.5048,-122.155
4,3.5,3170,47.5049,-122.155
3,2.5,2490,47.5051,-122.155
4,2.25,1830,47.3604,-122.179
3,2.5,2130,47.7329,-121.976
5,2.5,2820,47.5707,-122.128
5,3.0,3070,47.5702,-122.128
4,3.0,2450,47.5694,-122.132
4,2.25,3550,47.5681,-122.127
5,2.5,2780,47.5681,-122.128
4,2.75,2790,47.5515,-122.08
5,4.0,4280,47.5503,-122.081
5,3.25,4230,47.5503,-122.081
7,5.5,6630,47.5399,-122.118
5,1.5,1720,47.6197,-122.287
4,2.25,2360,47.6198,-122.289
4,1.75,1990,47.5275,-122.38
3,1.75,1580,47.5256,-122.38
2,1.0,1280,47.5258,-122.377
2,1.0,830,47.5259,-122.379
4,1.75,1320,47.5266,-122.379
2,1.0,1320,47.5265,-122.379
4,2.25,2190,47.6299,-122.039
3,2.0,1640,47.6301,-122.037
4,2.25,1960,47.6276,-122.037
3,2.25,2120,47.6279,-122.037
3,1.0,1020,47.7198,-122.352
4,2.5,2580,47.3658,-122.04
4,2.5,2490,47.3875,-122.155
3,2.0,1790,47.3898,-122.154
3,2.0,1950,47.39,-122.153
4,2.5,2700,47.3753,-122.155
4,3.25,4350,47.3747,-122.156
3,3.25,2030,47.6478,-122.117
4,2.75,2410,47.4244,-122.151
4,2.5,2410,47.3229,-122.182
3,1.0,1160,47.724,-122.323
4,2.5,1600,47.7258,-122.326
2,1.0,1560,47.7248,-122.325
3,1.75,2390,47.7244,-122.326
2,1.0,1100,47.7235,-122.326
2,1.0,1150,47.7259,-122.328
2,1.0,830,47.7234,-122.328
2,1.0,1200,47.3277,-122.349
3,1.0,1040,47.3273,-122.349
2,1.0,810,47.3286,-122.346
3,1.0,1260,47.3274,-122.348
2,1.0,1050,47.3274,-122.346
3,1.5,800,47.3266,-122.348
3,1.0,1350,47.3274,-122.346
3,1.0,1040,47.329,-122.343
3,1.0,840,47.3277,-122.343
3,1.0,840,47.3281,-122.343
3,1.0,840,47.3281,-122.343
3,1.0,840,47.3281,-122.344
3,1.0,840,47.3277,-122.341
3,1.0,840,47.3277,-122.341
3,1.75,1770,47.3204,-122.364
4,2.25,2820,47.3186,-122.364
3,1.75,2450,47.6386,-122.36
3,1.0,1400,47.6373,-122.358
3,1.5,2540,47.637,-122.361
3,2.0,2520,47.6365,-122.361
3,1.0,1040,47.3631,-122.116
2,1.75,1500,47.3643,-122.115
3,2.5,1880,47.5401,-122.3
4,3.25,5370,47.405,-122.331
4,2.5,2060,47.7272,-122.105
4,2.5,2150,47.7279,-122.107
3,2.5,2130,47.7252,-122.106
3,2.5,2100,47.7242,-122.105
3,2.25,2200,47.7266,-122.103
4,3.75,3210,47.7268,-122.103
3,2.25,2010,47.7276,-122.103
4,2.25,2330,47.7264,-122.104
4,2.0,2990,47.3068,-122.088
3,1.75,2840,47.3516,-122.119
3,2.5,2000,47.3442,-122.062
3,1.75,1230,47.3675,-122.095
2,1.0,860,47.3682,-122.096
3,1.75,1380,47.369,-122.093
3,2.0,1390,47.3707,-122.094
3,2.0,1250,47.3684,-122.092
2,1.75,1460,47.3665,-122.092
3,2.0,1660,47.3663,-122.088
3,1.75,1540,47.3666,-122.089
3,1.75,1370,47.3664,-122.087
3,1.75,1460,47.3683,-122.087
3,1.75,1170,47.3679,-122.088
3,2.25,1380,47.3677,-122.091
3,2.25,1610,47.3713,-122.091
3,2.0,1490,47.3686,-122.09
3,2.5,1490,47.3712,-122.092
3,2.0,1290,47.3658,-122.085
3,2.0,1310,47.3694,-122.083
3,2.0,1310,47.3694,-122.083
3,2.5,1670,47.369,-122.084
3,2.0,1090,47.3687,-122.085
3,1.75,1260,47.3612,-122.103
4,3.0,2570,47.6743,-122.313
2,1.0,1060,47.6731,-122.315
5,3.5,3150,47.6754,-122.315
3,2.0,1470,47.6743,-122.316
4,2.25,2410,47.6727,-122.316
5,2.75,2670,47.6711,-122.315
5,3.0,2170,47.6724,-122.317
5,2.25,3200,47.6303,-122.215
3,3.25,1720,47.62,-122.309
3,3.25,1720,47.6201,-122.309
4,3.5,3290,47.6788,-122.346
3,2.5,2390,47.5714,-122.408
4,2.75,3410,47.5718,-122.406
3,2.75,1820,47.5705,-122.406
2,1.0,880,47.6566,-122.36
2,1.0,890,47.656,-122.359
2,1.0,900,47.228,-122.088
3,1.0,1150,47.3101,-122.212
4,1.5,1600,47.3107,-122.212
3,1.5,2240,47.3043,-122.094
3,1.0,1380,47.3997,-122.215
3,1.5,1500,47.3926,-122.208
3,1.75,1320,47.3902,-122.208
4,3.5,3100,47.3892,-122.215
6,2.0,2320,47.398,-122.081
5,2.5,2850,47.3939,-122.089
6,3.0,2870,47.401,-122.095
3,2.5,2400,47.3917,-122.084
3,2.0,3040,47.3944,-121.972
2,1.5,1040,47.588,-122.304
3,2.25,1330,47.7098,-122.217
4,2.75,2730,47.7739,-122.164
4,2.5,2382,47.2793,-122.295
3,2.5,2270,47.4815,-122.47
2,1.5,1670,47.4864,-122.348
3,1.0,1000,47.484,-122.346
5,1.5,1950,47.4882,-122.339
2,1.0,1010,47.4815,-122.339
3,2.0,1080,47.4842,-122.346
6,1.5,1930,47.4869,-122.34
6,1.5,1930,47.4869,-122.34
3,2.25,1900,47.4869,-122.344
4,1.75,2280,47.4809,-122.224
3,1.0,1320,47.4806,-122.223
3,1.75,2110,47.4861,-122.226
3,1.5,2060,47.4819,-122.223
3,1.75,1560,47.4876,-122.226
3,1.5,2390,47.4754,-122.09
1,1.75,750,47.4756,-122.09
3,2.25,2430,47.4749,-122.092
3,2.0,1550,47.4873,-122.099
5,3.5,3200,47.475,-122.093
3,2.5,3240,47.4785,-122.095
3,2.0,1790,47.4826,-121.698
3,2.5,2810,47.4816,-121.701
3,2.5,1780,47.4723,-121.707
4,2.5,2340,47.5715,-122.225
3,1.0,3060,47.5656,-122.093
5,4.25,4650,47.5669,-121.956
4,2.25,2920,47.569,-121.962
4,2.0,1380,47.6583,-122.344
4,1.75,2410,47.6499,-122.088
3,2.5,3630,47.6544,-122.085
4,2.5,2800,47.6586,-121.962
3,1.75,3400,47.6458,-121.955
3,2.5,1820,47.6539,-121.959
3,1.75,1560,47.6493,-121.956
4,2.5,3010,47.6471,-121.964
2,1.0,2230,47.7372,-122.35
4,1.75,1870,47.7366,-122.35
3,2.5,3370,47.7388,-122.339
4,2.75,2320,47.7373,-122.35
4,1.75,1590,47.7358,-122.342
3,2.5,1890,47.7426,-122.354
3,2.5,1970,47.7397,-122.209
4,2.0,3510,47.4466,-122.36
2,2.75,3690,47.4485,-122.369
4,2.75,1680,47.6557,-122.127
3,2.0,1620,47.6574,-122.128
3,1.75,1110,47.6563,-122.131
3,2.0,1540,47.6554,-122.129
4,2.25,2030,47.6561,-122.13
4,2.5,3100,47.7151,-122.227
4,2.5,3160,47.6365,-122.04
4,2.5,3880,47.6378,-122.04
4,2.5,3360,47.6373,-122.042
4,2.5,2780,47.6374,-122.042
4,2.5,3460,47.637,-122.04
2,1.0,1440,47.7443,-122.325
3,1.0,1450,47.7443,-122.326
5,3.0,2520,47.6385,-122.114
4,4.0,3570,47.5784,-122.226
5,3.25,4390,47.5785,-122.225
4,2.5,2680,47.565,-122.125
3,1.0,1420,47.7164,-122.306
3,1.75,1730,47.7694,-122.367
4,2.5,2800,47.7695,-122.368
4,2.5,2590,47.5055,-122.194
3,1.75,1540,47.7222,-122.177
3,2.0,1870,47.7244,-122.179
3,2.25,1620,47.7248,-122.179
3,1.75,1590,47.4427,-122.274
3,1.5,1890,47.4425,-122.272
2,1.5,1510,47.4419,-122.27
5,1.0,1790,47.3469,-122.195
3,1.75,1570,47.4999,-122.368
5,2.0,2270,47.6692,-122.151
5,2.0,2190,47.6696,-122.149
3,1.5,1200,47.3434,-122.082
4,2.75,2610,47.3747,-122.124
3,2.25,2570,47.3759,-122.125
3,2.25,2530,47.3742,-122.125
4,2.5,2340,47.374,-122.125
5,2.25,2880,47.3734,-122.124
3,2.5,1920,47.3745,-122.127
3,2.5,2030,47.3747,-122.128
3,2.0,1640,47.3736,-122.13
2,1.5,1360,47.2852,-122.19
3,2.5,3550,47.7292,-122.082
3,2.75,3270,47.731,-122.078
4,2.5,3140,47.7304,-122.082
4,3.75,5300,47.7283,-122.076
5,2.75,3170,47.5937,-122.061
5,2.75,3210,47.5935,-122.061
5,3.25,3290,47.5933,-122.061
5,2.75,3460,47.5908,-122.062
3,2.5,2960,47.5906,-122.057
5,3.5,3700,47.5929,-122.057
5,2.75,3030,47.593,-122.057
5,2.75,2830,47.5932,-122.058
4,2.5,3810,47.5925,-122.058
4,2.75,3120,47.594,-122.062
4,2.5,2670,47.7122,-122.231
4,2.5,2320,47.4449,-122.274
4,2.5,1870,47.4435,-122.274
3,2.5,4190,47.5642,-122.127
3,3.5,3620,47.5646,-122.127
3,3.5,3680,47.5647,-122.128
4,2.5,2990,47.6119,-122.011
4,2.5,2990,47.6124,-122.009
3,2.5,2890,47.6111,-122.009
4,2.25,2192,47.3644,-122.2
5,2.5,3650,47.6345,-122.367
3,3.0,2560,47.633,-122.37
3,2.75,1430,47.6353,-122.371
4,1.75,2010,47.6337,-122.371
4,2.5,3400,47.7168,-122.113
2,1.0,820,47.6976,-122.375
2,1.0,930,47.6971,-122.372
4,2.5,2440,47.6971,-122.371
3,2.5,2480,47.6974,-122.369
2,1.0,1070,47.697,-122.37
3,1.0,1200,47.6969,-122.368
2,1.0,890,47.6966,-122.368
4,2.75,2690,47.6963,-122.367
3,3.25,1600,47.6954,-122.375
3,2.0,1320,47.6959,-122.376
3,2.5,1810,47.6955,-122.376
2,2.5,1290,47.6955,-122.376
3,2.5,1810,47.6957,-122.376
3,2.5,1650,47.4051,-122.184
3,2.0,1180,47.4053,-122.181
4,2.5,1930,47.4065,-122.18
3,2.0,1140,47.4057,-122.185
4,2.5,1850,47.4079,-122.186
2,1.0,840,47.3769,-122.237
3,1.75,1730,47.3774,-122.236
4,2.5,1940,47.4157,-122.161
4,2.5,2610,47.2649,-122.292
4,2.5,2750,47.3304,-122.179
3,2.25,998,47.6983,-122.367
3,2.25,998,47.6983,-122.367
3,1.75,1010,47.375,-122.117
5,3.5,2390,47.3737,-122.115
3,1.0,1120,47.3732,-122.116
3,1.75,1150,47.3729,-122.115
3,1.75,2020,47.6726,-122.294
3,1.0,1430,47.6724,-122.296
2,1.0,930,47.6733,-122.296
3,2.0,1800,47.6738,-122.297
3,1.75,1980,47.6733,-122.298
2,1.0,1430,47.6727,-122.299
5,2.25,2540,47.6729,-122.299
3,1.75,2040,47.6756,-122.299
4,1.0,1720,47.6743,-122.299
4,1.0,1540,47.6754,-122.294
4,1.75,2250,47.6738,-122.292
4,2.25,1970,47.6725,-122.293
5,1.75,2240,47.6727,-122.293
4,1.75,2360,47.6729,-122.293
2,1.0,1020,47.2848,-121.927
3,1.75,1900,47.6163,-122.219
3,1.5,1700,47.6166,-122.22
5,2.75,2880,47.7048,-122.109
4,2.5,2570,47.7073,-122.11
4,2.5,3520,47.7065,-122.109
8,2.75,2790,47.7565,-122.331
3,2.5,2040,47.7278,-121.963
3,2.0,1890,47.7277,-121.962
3,1.75,1740,47.6475,-122.409
3,2.5,3560,47.6473,-122.407
5,1.75,2460,47.7452,-122.224
4,4.0,3610,47.5812,-121.993
5,4.5,4030,47.5812,-121.995
3,2.5,1280,47.6619,-122.324
3,2.5,1280,47.6621,-122.324
2,1.5,1640,47.6624,-122.325
3,1.5,1940,47.6618,-122.325
3,1.75,1480,47.6945,-122.17
3,2.25,1400,47.695,-122.169
2,1.0,820,47.5156,-122.262
3,2.5,2060,47.2923,-122.36
4,2.5,2190,47.2923,-122.357
3,2.5,2260,47.2924,-122.357
4,3.0,3090,47.6359,-122.159
4,2.5,2240,47.3086,-122.392
3,2.5,2400,47.3081,-122.392
3,2.5,1830,47.3116,-122.4
4,1.5,1360,47.3168,-122.401
3,1.5,1080,47.3155,-122.401
3,1.0,1400,47.3201,-122.398
4,1.5,1240,47.3206,-122.397
4,2.5,2680,47.3025,-122.39
4,2.5,2100,47.3045,-122.391
4,3.0,2380,47.3046,-122.392
3,1.5,1550,47.4693,-122.349
3,2.5,1930,47.4692,-122.351
5,1.5,1500,47.4692,-122.35
3,1.5,1490,47.4683,-122.351
5,1.75,1940,47.4663,-122.359
2,1.0,720,47.4662,-122.359
3,2.0,2330,47.5135,-122.38
2,2.25,1370,47.6399,-122.32
2,2.25,1350,47.6399,-122.32
3,1.5,1760,47.6401,-122.32
2,1.0,860,47.2109,-121.985
3,1.0,1170,47.2109,-121.987
4,1.75,2410,47.6946,-122.336
5,1.5,2420,47.208,-121.963
2,1.75,1460,47.2079,-121.967
2,1.0,1280,47.3007,-122.228
5,1.75,2030,47.2867,-122.209
4,2.5,1960,47.2898,-122.222
4,2.25,2400,47.2866,-122.217
2,1.75,1280,47.2925,-122.219
1,1.0,720,47.2893,-122.084
4,2.5,3030,47.2953,-122.097
3,2.0,2560,47.295,-122.086
4,2.25,2340,47.2953,-122.083
3,1.75,2170,47.2881,-122.086
4,2.5,4250,47.5578,-122.212
4,3.75,3560,47.5575,-122.211
2,1.5,1008,47.3853,-122.479
4,1.0,1450,47.3818,-122.21
2,1.75,1840,47.3815,-122.228
3,2.25,1860,47.3746,-122.217
3,1.0,1010,47.3762,-122.219
3,1.0,1010,47.3762,-122.219
3,2.25,2220,47.3758,-122.217
3,1.0,1460,47.3762,-122.219
3,2.5,2410,47.3741,-122.218
3,2.5,2430,47.3805,-122.208
4,1.75,2250,47.3787,-122.091
3,1.0,1020,47.3836,-122.082
3,2.0,1370,47.3867,-122.081
4,2.5,3840,47.5634,-122.213
5,3.25,3930,47.5631,-122.213
5,3.5,3020,47.5627,-122.216
5,4.5,6200,47.5632,-122.215
4,2.25,3290,47.5639,-122.216
2,2.0,1651,47.4621,-122.461
4,3.25,3180,47.4711,-122.084
4,3.5,3970,47.4614,-121.713
4,2.5,2980,47.4575,-121.707
5,2.0,2050,47.6864,-122.352
2,1.75,1720,47.686,-122.351
3,1.75,2080,47.6853,-122.35
5,6.75,9640,47.557,-122.21
4,3.0,4500,47.5581,-122.213
5,3.75,3490,47.5479,-122.212
3,1.75,2430,47.5588,-122.211
5,4.0,4050,47.56,-122.225
5,3.25,4180,47.5488,-122.094
4,3.25,5010,47.5489,-122.092
5,1.75,2140,47.5516,-122.085
3,1.75,3150,47.5571,-122.08
3,2.75,2440,47.5453,-121.957
4,2.0,1960,47.5538,-121.958
3,1.0,1175,47.6388,-122.218
5,1.75,2130,47.638,-122.213
4,2.5,2700,47.6463,-122.219
5,4.0,6670,47.6409,-122.221
1,0.75,530,47.6412,-122.079
3,2.75,2810,47.6361,-122.093
5,4.25,4640,47.6393,-122.097
3,2.5,3140,47.6383,-122.097
3,2.5,2720,47.6371,-122.094
1,1.0,700,47.734,-122.353
2,1.5,1450,47.7281,-122.353
2,1.0,880,47.7332,-122.352
2,1.0,1210,47.7225,-122.349
5,2.0,2620,47.7338,-122.352
4,2.5,2650,47.7317,-122.354
3,2.25,1650,47.7237,-122.335
2,1.0,1440,47.7223,-122.209
5,3.25,3060,47.7212,-122.222
3,1.75,1850,47.7244,-122.222
5,3.75,3760,47.7202,-122.223
2,1.0,1070,47.7199,-122.085
3,2.0,1510,47.7218,-122.079
3,1.75,1790,47.732,-122.077
4,3.25,4100,47.7302,-122.096
4,3.25,3400,47.7293,-122.099
4,4.25,5860,47.7245,-122.095
3,1.75,1370,47.6714,-122.32
3,1.0,1300,47.6696,-122.32
3,1.75,1410,47.6695,-122.32
3,2.5,2200,47.6451,-122.35
4,3.75,3520,47.6424,-122.348
4,1.75,2000,47.6428,-122.348
2,1.0,1250,47.6549,-122.352
3,1.0,1240,47.6563,-122.353
3,3.25,2200,47.6551,-122.353
3,1.0,1530,47.6543,-122.354
1,1.0,710,47.6562,-122.354
2,1.0,1170,47.6574,-122.345
3,2.0,2180,47.657,-122.345
3,1.0,1570,47.6575,-122.346
4,2.0,1660,47.6556,-122.345
3,2.5,1210,47.6543,-122.345
3,2.25,1190,47.6542,-122.346
3,2.5,2170,47.6543,-122.347
3,3.0,1910,47.6572,-122.346
2,1.0,980,47.6569,-122.348
2,1.0,1270,47.6565,-122.348
3,1.75,1410,47.6558,-122.348
3,2.0,1550,47.6545,-122.348
2,1.0,1050,47.5326,-122.376
3,1.0,1280,47.6029,-122.307
2,2.25,1040,47.6037,-122.307
2,2.5,1560,47.604,-122.307
3,2.5,1470,47.6033,-122.309
2,1.5,1050,47.6029,-122.309
2,1.5,1050,47.6028,-122.309
2,1.5,960,47.6032,-122.308
3,2.5,1626,47.6031,-122.309
3,3.5,1550,47.6034,-122.309
3,2.0,980,47.595,-122.308
4,2.5,1970,47.5949,-122.308
3,3.5,2480,47.5951,-122.307
2,1.0,1270,47.5949,-122.307
3,1.75,1500,47.3155,-122.365
3,1.5,1630,47.3155,-122.364
4,2.25,2600,47.3174,-122.366
3,1.75,1650,47.3155,-122.365
4,2.25,2040,47.3169,-122.365
4,2.5,2540,47.6694,-122.044
4,2.5,3190,47.6698,-122.044
3,2.25,1440,47.6225,-122.038
